id,badge_id,name,role,status,noga,nogaCode
"3241","149","CSEM Centre Suisse d'Electronique et de Microtechnique SA - Recherche et Développement","member","active","Research and experimental development on biotechnology","M"
"115586","149","Fondation des établissements cantonaux pour personnes âgées","member","active","Residential nursing care activities","Q"
"116484","149","Fondation ""Les Billodes""","diverse","active","Special schools","P"
"691516","397","Fondation des Spectacles français","member","active","Operation of arts facilities","R"
"242583","398","Radio- und Fernsehgenossenschaft Bern Deutschfreiburg Oberwallis RGB","president","active","Cultural, education, scientific and research organisations","S"
"217443","398","OGS Beratungsteam AG","member","active","Business and other management consultancy activities","M"
"4925481","157","economiesuisse","member of the executive board","active","Activities of business and employers membership organisations","S"
"751093","157","AG Haus der Wirtschaft","secretary outside of the board of directors","active","Management of real estate on a fee or contract basis","L"
"5613340","162","ACADEMIE MOBILITE SA","delegate","active","Further vocational training, adult education","P"
"7190156","162","Swiss eMobility","member","active","Cultural, education, scientific and research organisations","S"
"305247","162","Touring Club Suisse (TCS)","director","active","Other interest groups","S"
"268184","408","Hauseigentümerverband Schweiz","deputy director","active","Other interest groups","S"
"6925297","414","Garage STUDER","holder","active","Maintenance and repair of motor vehicles","G"
"286827","417","Stiftung SwissEngineering STV","member","active","Charitable institutions","Q"
"292304","417","Stiftung für die Hilfskasse des Schweizerischen Technischen Verbandes STV","member","active",,"K"
"821909","417","Furrer.Hugi & Partner AG für Public Affairs und Kommunikationsmanagement","member","active","Public relations and communication activities","M"
"5485153","417","Berner Politgespräche GmbH","president of management board","active","Activities of political organisations","S"
"6662437","417","Port-Associations GmbH","managing director","active","Public relations and communication activities","M"
"6562984","172","Michi Nussbaumer, Grafik und Typografie","holder","active","Graphic design and visual communication","M"
"86175","418","cR Kommunikation AG","president of the board of directors","active","Advertising agencies","M"
"131777","418","Genossenschaft Baseltor","president","active","Hotels, inns and guesthouses with restaurants","I"
"546549","418","Liegenschaft Hauptgasse 79 AG","member","active","Restaurants, cafes, snack bars, tea rooms, ice-cream parlours","I"
"7191682","418","Liegenschaft Hauptgasse 64 AG","member","active","Letting of own or leased buildings and dwellings","L"
"4784701","418","cR Lichtspiele GmbH","authorized signatory","active","Motion picture, video and television programme production activities","J"
"4115979","220","Kummer Public Affairs","holder","active","Public relations and communication activities","M"
"6879673","221","Verein velojournal","member","active","Other interest groups","S"
"825414","467","EQUAM Stiftung","member","active","Healthcare organisations","S"
"116807","470","Stiftung für Konsumentenschutz","vice-president","active","Other interest groups","S"
"5242","470","Europäische Reiseversicherungs AG","member","active","Accident and indemnity insurance","K"
"5516292","465","Genossenschaft Alpin Center Zermatt","member","active","Other personal service activities n.e.c.","S"
"6455695","465","Mutuel Assurance Maladie SA","member","active","Health insurance","K"
"75809","465","CLINIQUE LE NOIRMONT SOCIETE COOPERATIVE","member","active","Special clinics","Q"
"293513","465","Stiftung zur Förderung besonderer gemeinschaftlicher Aufgaben der sozialen Krankenversicherung","member","active","Health insurance","K"
"635751","465","Medidata AG","member","active","Business and other management consultancy activities","M"
"726764","465","SVK Schweizerischer Verband für Gemeinschaftsaufgaben der Krankenversicherer","member","active",,"K"
"5344085","465","Schweizerischer Versicherungsverband (SVV)","member","active","Activities of business and employers membership organisations","S"
"5828759","465","SASIS AG","vice-president","active","Computer programming activities","J"
"5828850","465","SASIS AG","vice-president","active","Computer programming activities","J"
"6246638","465","santésuisse","vice-president","active","Activities of business and employers membership organisations","S"
"6426301","465","tarifsuisse ag","vice-president","active","Activities of business and employers membership organisations","S"
"6784868","465","Allianz Schweizer Krankenversicherer","vice-president","active","Health insurance","K"
"4723997","244","spirit of management Andreas Burgener","holder","active","Business and other management consultancy activities","M"
"313275","244","auto-schweiz VEREINIGUNG SCHWEIZER AUTOMOBIL-IMPORTEURE","director","active","Activities of business and employers membership organisations","S"
"5426262","244","Bozzio AG","president of the board of directors","active","Manufacture of other parts and accessories for motor vehicles","C"
"646922","244","DTC Dynamic Test Center AG","vice-president","active","Technical testing and analysis","M"
"583791","244","INOBAT Interessenorganisation Batterieentsorgung Genossenschaft","member","active","Treatment and disposal of non-hazardous waste","E"
"597312","244","Stiftung Auto Recycling Schweiz","member","active","Other interest groups","S"
"630809","244","Orthotec AG","member","active","Manufacture of irradiation, electromedical and electrotherapeutic equipment","C"
"318012","195","Stiftung St.Galler Landwirtschaft","member","active","Cultural, education, scientific and research organisations","S"
"785660","195","St. Galler Bauernverband","managing director","active","Activities of professional membership organisations","S"
"154616","195","HULFTEGG Finanz- und Verwaltungs AG","president of the board of directors","active","Management of real estate on a fee or contract basis","L"
"4830867","195","Animaltruck AG","president of the board of directors","active","Freight transport by road","H"
"37437","195","Genossenschaft pro Mosnang","president","active","Cultural, education, scientific and research organisations","S"
"318134","195","Vorsorgestiftung der Schweizerischen Landwirtschaft","vice-president","active","Pension funding","K"
"6444785","195","Förderverein energietal toggenburg","vice-president","active","Other professional, scientific and technical activities n.e.c.","M"
"232487","441","Personalvorsorgestiftung des Schweizerischen Bauernverbandes","member","active","Pension funding","K"
"822767","441","Qualinova AG","member","active","Technical testing and analysis","M"
"293573","441","Stiftung zur Förderung des landwirtschaftlichen Bildungswesens","president","active","Cultural, education, scientific and research organisations","S"
"403502","441","Schweizerischer Bauernverband (SBV)","vice-president","active","Activities of business and employers membership organisations","S"
"5701303","441","Regionale Wald-Genossenschaft Fontannen","vice-president","active","Logging","A"
"182233","441","LANDI Wolhusen Genossenschaft in Liquidation","member","inbreakup","Buying and selling of own real estate","L"
"182462","441","Genossenschaft Landwirtschaftliches Bau- und Architekturbüro LBA des Schweizerischen Bauernverbandes","member","active","Architects","M"
"5344085","208","Schweizerischer Versicherungsverband (SVV)","director","active","Activities of business and employers membership organisations","S"
"40693","208","Schweizerische Vereinigung für Qualitäts- und Management-Systeme (SQS)","member","active","Business and other management consultancy activities","M"
"231362","208","Personalvorsorgestiftung der Wilhelm Schulthess-Stiftung","member","active","Pension funding","K"
"267152","208","Wilhelm Schulthess - Stiftung","member","active","Special clinics","Q"
"5808690","208","Stiftung Speranza","member","active","Other education n.e.c.","P"
"688086","208","CLIMA-SUISSE, Verband Schweizerischer und Liechtensteinischer Heizungs- und Lüftungsfirmen","director","inbreakup","Activities of professional membership organisations","S"
"726339","457","Handelskammer beider Basel","director","active","Activities of business and employers membership organisations","S"
"6572383","457","BioValley Basel","cashier","active","Other interest groups","S"
"371094","457","Jubiläums-Stiftung des Bankhauses La Roche & Co.","member","active","Cultural, education, scientific and research organisations","S"
"612315","457","Stiftung Europainstitut Basel","member","active","Activities of political organisations","S"
"4926052","457","SSIB Swiss School for International Business AG","member","active","Further vocational training, adult education","P"
"5722470","457","Swiss Chambers' Arbitration Institution","member","active","Other interest groups","S"
"6639707","457","BaselArea - Wirtschaftsförderung Basel-Stadt und Basel-Landschaft","member","active","Regulation of and contribution to more efficient operation of businesses","O"
"6588417","24","BAUBIOLOGIE Bigler, haustrocknung.ch","holder","active","Technical testing and analysis","M"
"5935272","24","Schweizerischer Gewerbeverband","director","active","Activities of professional membership organisations","S"
"130809","24","proparis Vorsorge-Stiftung Gewerbe Schweiz","president","active","Pension funding","K"
"268276","24","Schweizerisches Institut für Unternehmerschulung im Gewerbe Genossenschaft","president","active","Further vocational training, adult education","P"
"4453219","24","Energie-Agentur der Wirtschaft (EnAW)","vice-president","active","Activities of business and employers membership organisations","S"
"231161","24","Personalvorsorgestiftung der Geschäftsstelle des Schweizerischen Gewerbeverbandes","member","active","Pension funding","K"
"7201195","24","Haustrocknung.ch GmbH","associate","active","Other specialised construction and civil engineering activities n.e.c.","F"
"282878","275","LANDI Chénens Société coopérative","member","active","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds","G"
"661166","275","Bauernzeitung Nordwestschweiz, Bern und Freiburg AG, Bern","member","active","Publishing of newspapers","J"
"653780","275","Le Journal Agri Sàrl","diverse","active","Publishing of newspapers","J"
"5455802","275","AGRO fiduciaire fribourgeoise SA","president of the board of directors","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"6294164","275","Agrimmo AG","president of the board of directors","active","Letting of own or leased buildings and dwellings","L"
"283302","275","Société de fromagerie de Châtonnaye-Sédeilles-Rossens","president","active","Manufacture of cheese","C"
"5402950","275","Agrosolution AG","vice-president","active","Other professional, scientific and technical activities n.e.c.","M"
"116974","275","Fondation rurale de prévoyance professionnelle vieillesse survivants et invalidité","member","active","Pension funding","K"
"5874918","36","TRANSAT SA","single member of the board of directors","active","Buying and selling of own real estate","L"
"6535205","36","Wohnbau-DT GmbH","president of management board","active","Development of building projects","F"
"5914466","36","TRANSAT Entretien SàRL","associate","active","Combined facilities support activities","N"
"181484","36","La Méridienne Fribourg S.A.","president of the board of directors","active","Management of real estate on a fee or contract basis","L"
"6550700","36","SFH Société fribourgeoise de l'habitat SA","president of the board of directors","active","General building construction and civil engineering works n.e.c.","F"
"6705607","36","SBH Société Bulloise de l'Habitat SA","president of the board of directors","active","Buying and selling of own real estate","L"
"727712","36","Coopérative Fribourgeoise de l'Habitat Familial","president","active","Letting of own or leased buildings and dwellings","L"
"67544","36","Serge et Daniel Bulliard S.A.","vice-president","active","Management of real estate on a fee or contract basis","L"
"333303","48","Region Ost- und Zentralschweiz des Schweizerischen Verbandes für visuelle Kommunikation (Viscom)","managing director","active","Activities of professional membership organisations","S"
"161705","48","INSTITUT LIBERTAS","member","active","Other interest groups","S"
"168461","48","Jubiläumsstiftung der Kantonsschule Winterthur 1963","member","active","Cultural, education, scientific and research organisations","S"
"268316","48","Schweizerische Gesellschaft für militärhistorische Studienreisen GMS","member","active","Travel agency activities","N"
"362281","48","Stiftung centro del bel libro","member","active","Special schools","P"
"40709","48","Schweizerischer Verband für visuelle Kommunikation (Viscom)","deputy director","active","Activities of business and employers membership organisations","S"
"4890499","294","Arbeitgeber Baselland","member","active","Activities of political organisations","S"
"5473306","294","Zentrale Arbeitsmarkt-Kontrolle, ZAK","member","active","Activities of trade unions","S"
"171444","294","Wirtschaftskammer Baselland","member of the executive board","active","Activities of professional membership organisations","S"
"744464","294","IWF Institut für Wirtschaftsförderung AG","authorized signatory","active","Activities of business and employers membership organisations","S"
"7005117","294","VBS Verband-Services AG","authorized signatory","active","Activities of professional membership organisations","S"
"5002473","294","Zentrale Paritätische Kontrollstelle, ZPK","vice-president","active","Activities of business and employers membership organisations","S"
"5158292","294","Touring Club Schweiz, Sektion beider Basel","vice-president","active","Other interest groups","S"
"6997555","294","Stiftung Tierpark Weihermätteli","vice-president","active","Botanical and zoological gardens and nature reserves activities","R"
"379649","294","BG Mitte, Bürgschaftsgenossenschaft für KMU","member","active","Other credit granting n.e.c.","K"
"4173962","294","Gewerbeverband Baselland","member","active","Other interest groups","S"
"4691415","301","Clientis AG","member","active","Banks with a special field of business","K"
"5691444","301","Farner Consulting AG","member","active","Public relations and communication activities","M"
"5766656","301","Farner Consulting SA","member","active","Public relations and communication activities","M"
"6734760","301","Verein Geothermische Kraftwerke Schweiz (VGKS)","member","active","Other interest groups","S"
"26062","301","Verein Barmelweid","president","active","Healthcare organisations","S"
"5966","301","Franke Schweiz AG","member","active","Activities of head offices of other companies","M"
"26072","301","Aargauische Stiftung für Freiheit und Verantwortung in Politik und Wirtschaft","member","active","Other interest groups","S"
"107920","301","Farner Consulting AG","member","active","Business and other management consultancy activities","M"
"654237","301","Farner Consulting AG","member","active","Public relations and communication activities","M"
"5117","301","Clientis Bank Küttigen-Erlinsbach AG","president of the board of directors","active","Regional banks and saving banks","K"
"4185512","301","Reuss Private AG","president of the board of directors","active","Security and commodity contracts brokerage","K"
"4269554","301","Betriebe Barmelweid AG","president of the board of directors","active","Combined facilities support activities","N"
"4269558","301","Klinik Barmelweid AG","president of the board of directors","active","Special clinics","Q"
"5920036","301","Pflegezentrum Barmelweid AG","president of the board of directors","active","Residential nursing care activities","Q"
"811871","80","Onyx Energie Mittelland AG","member","active","Activities of other holding companies","K"
"4640944","80","""Organisation der Schweizerischen Stromverbundunternehmen"" (Swisselectric)","member","active","Activities of business and employers membership organisations","S"
"310367","80","Verband Schweizerischer Elektrizitätsunternehmen (VSE)","president","active","Activities of business and employers membership organisations","S"
"19021","80","AEK Energie AG","vice-president","active","Trade of electricity","D"
"6653957","80","BKW AG","vice-president","active","Activities of other holding companies","K"
"5025","80","Groupe E SA","member","active","Distribution of electricity","D"
"9589","80","Kraftwerke Oberhasli AG","member","active","Production of electricity","D"
"586089","366","Kistler Instrumente AG","member","active","Manufacture of instruments and appliances for measuring, testing and navigation","C"
"5880664","366","EGS Beteiligungen AG","member","active","Investment intermediation","K"
"10728","366","Burckhardt Compression AG","president of the board of directors","active","Manufacture of other pumps and compressors","C"
"4492330","366","Burckhardt Compression Holding AG","president of the board of directors","active","Activities of other holding companies","K"
"6957758","366","TAW Holding AG","president of the board of directors","active","Investment intermediation","K"
"9363","366","Kistler Holding AG","member","active","Activities of other holding companies","K"
"32608","366","Allgemeiner Wohlfahrtsfonds der Kistler Instrumente Aktiengesellschaft, Winterthur","member","active","Pension funding","K"
"821960","128","SIMON UND HILDEGARD ROTHSCHILD-STIFTUNG","member","active","Cultural, education, scientific and research organisations","S"
"376445","128","Turavent Oil GmbH","managing director","active","Wholesale of solid, liquid and gaseous fuels and related products","G"
"618293","128","Phibro GmbH","managing director","active","Wholesale of solid, liquid and gaseous fuels and related products","G"
"203908","128","Adolf und Mary Mil-Stiftung","president","active","Charitable institutions","Q"
"196915","128","Saly Mayer Memorial Stiftung","member","active","Cultural, education, scientific and research organisations","S"
"199304","128","Memorial Stiftung des Schweizerischen Israelitischen Gemeindebundes","member","active","Charitable institutions","Q"
"275833","128","Sikna-Stiftung","member","active","Residential nursing care activities","Q"
"688803","128","Stiftung Jüdische Zeitgeschichte an der ETH Zürich zur Sicherung und Erschliessung historischer Quellen in der Schweiz","member","active","Cultural, education, scientific and research organisations","S"
"286828","374","Sozialfonds des KV Schweiz","member","active","Other social activities without accommodation","Q"
"586102","374","Heidi Taxi Betriebs AG","member","active","Taxi operation","H"
"4368260","374","HWZ Hochschule für Wirtschaft Zürich AG","member","active","Universities","P"
"5870217","374","Suva","member","active","Accident insurance (SUVA)","K"
"318221","374","Vorsorgestiftung des Kaufmännischen Verbandes Schweiz","managing director","active","Pension funding","K"
"4043196","374","SKV Immobilien AG","delegate","active","Management of real estate on a fee or contract basis","L"
"5740079","374","SIB Schweizerisches Institut für Betriebsökonomie AG","delegate","active","Further vocational training, adult education","P"
"7051193","374","Verlag SKV AG","delegate","active","Publishing of newspapers","J"
"268190","374","Kaufmännischer Verband Schweiz","general secretary","active","Activities of professional membership organisations","S"
"55733","374","Bildungsfonds des KV Schweiz","member","active","Technical and vocational upper secondary education","P"
"26062","150","Verein Barmelweid","member","active","Healthcare organisations","S"
"26072","150","Aargauische Stiftung für Freiheit und Verantwortung in Politik und Wirtschaft","member","active","Other interest groups","S"
"5601563","150","Buholz Immobilien AG","member","active","Buying and selling of own real estate","L"
"6572460","150","Burkart Immobilien AG","member","active","Buying and selling of own real estate","L"
"6723537","150","Obere Mühle Alterswohnungen AG","member","active","Management of real estate on a fee or contract basis","L"
"299874","150","TCS-Zentrum Aargau AG","president of the board of directors","active","Other technical consultancy and planning","M"
"6617619","150","Touring Club Schweiz, Sektion Aargau","president","active","Other interest groups","S"
"7190156","150","Swiss eMobility","president","active","Cultural, education, scientific and research organisations","S"
"19176","150","Assista Protection juridique SA","vice-president","active","Accident and indemnity insurance","K"
"305247","150","Touring Club Suisse (TCS)","vice-president","active","Other interest groups","S"
"698074","406","Tautec AG","single member of the board of directors","active","Non-specialised wholesale trade","G"
"4272674","406","Patronale Personalfürsorgestiftung PILATUS-BAHNEN","member","active","Pension funding","K"
"6484243","406","SCL Helvetia AG","member","active","Service activities incidental to water transportation","H"
"4005937","406","Oskar J. Schwenk","holder","active","Business and other management consultancy activities","M"
"12837","406","PILATUS Flugzeugwerke AG","president of the board of directors","active","Manufacture of air and spacecraft and related machinery","C"
"19493","406","Pilatus Aircraft Service AG","president of the board of directors","active","Service activities incidental to air transportation","H"
"20732","406","PILATUS-BAHNEN AG","president of the board of directors","active","Passenger transport by cableways, funiculars and ski-tows","H"
"204079","406","Mineralquelle Bad Knutwil AG","president of the board of directors","active","Manufacture of soft drinks; production of mineral waters and other bottled waters","C"
"4634921","406","Altenrhein Aviation AG","president of the board of directors","active","Repair and maintenance of aircraft and spacecraft","C"
"6662437","171","Port-Associations GmbH","president of management board","active","Public relations and communication activities","M"
"6872037","171","Tabascom GmbH","associate","active","Investment intermediation","K"
"5485153","171","Berner Politgespräche GmbH","managing director","active","Activities of political organisations","S"
"6976376","171","Clé de Berne GmbH","managing director","active","Restaurants, cafes, snack bars, tea rooms, ice-cream parlours","I"
"7015365","171","Swiss Capital in Motion GmbH","managing director","active","Public relations and communication activities","M"
"6959305","171","Bergfahrt AG","president of the board of directors","active","Taxi operation","H"
"821909","171","Furrer.Hugi & Partner AG für Public Affairs und Kommunikationsmanagement","member","active","Public relations and communication activities","M"
"5315051","171","Polo Bern AG","member","active","Other amusement and recreation activities","R"
"6317730","171","yjoo communications ag","member","active","Public relations and communication activities","M"
"6337943","171","yjoo communications ag","member","active","Business and other management consultancy activities","M"
"5295393","481","Textbüro Holz GmbH","associate","active","Advertising agencies","M"
"4944573","481","Stylos BVG-Sammelstiftung","member","active","Pension funding","K"
"5530903","481","Andermatt Swiss Alps AG","member","active","Development of building projects","F"
"5660402","481","Orascom Development Holding AG","member","active","Activities of head offices of other companies","M"
"5708995","481","Stiftung SALLE MODULABLE","member","active","Cultural, education, scientific and research organisations","S"
"5788686","481","Andermatt Swiss Alps AG","member","active","Development of building projects","F"
"5442536","481","Dynamics Group AG","president of the board of directors","active","Business and other management consultancy activities","M"
"5677046","481","Dynamics Group AG","president of the board of directors","active","Business and other management consultancy activities","M"
"268221","481","Schweizerisches Alpines Museum","vice-president","active","Museums activities","R"
"709580","481","Top Fifty AG","member","active","Activities of employment placement agencies","N"
"4140396","481","Fondation pour la Garde Suisse Pontificale au Vatican","member","active","Cultural, education, scientific and research organisations","S"
"5870217","426","Suva","member","active","Accident insurance (SUVA)","K"
"5546128","426","maxi.ch Versicherungen AG","vice-president","active","Health insurance","K"
"104608","426","Ersatzkasse gemäss den Artikeln 72 - 74 des Bundesgesetzes vom 20. März 1981 über die Unfallversicherung","member","active","Accident insurance (SUVA)","K"
"130809","426","proparis Vorsorge-Stiftung Gewerbe Schweiz","member","active","Pension funding","K"
"391644","426","Stiftung für ein erweitertes Versicherungsangebot durch die Helsana","member","active","Health insurance","K"
"787348","426","Personalvorsorgestiftung der Helsana Versicherungen AG","member","active","Pension funding","K"
"697913","426","Helsana Versicherungen AG","vice-president","active","Health insurance","K"
"760934","426","Progrès Versicherungen AG","vice-president","active","Health insurance","K"
"831675","426","Helsana AG","vice-president","active","Activities of other holding companies","K"
"4373737","426","avanex Versicherungen AG","vice-president","active","Health insurance","K"
"4373739","426","Sansan Versicherungen AG","vice-president","active","Health insurance","K"
"117050","426","Schweizerische Sozialpartner-Stiftung für die Auffangeinrichtung gemäss Artikel 60 BVG (Stiftung Auffangeinrichtung BVG)","president","active","Pension funding","K"
"117560","426","Sicherheitsfonds BVG","president","active","Pension funding","K"
"231161","426","Personalvorsorgestiftung der Geschäftsstelle des Schweizerischen Gewerbeverbandes","president","active","Pension funding","K"
"12585","426","Helsana Unfall AG","vice-president","active","Accident and indemnity insurance","K"
"670731","426","Helsana Zusatzversicherungen AG","vice-president","active","Health insurance","K"
"5870217","431","Suva","member","active","Accident insurance (SUVA)","K"
"6972825","431","IndustriALL Global Union","member","active","Activities of trade unions","S"
"4889447","431","Caisse de retraite anticipée du second oeuvre romand (RESOR)","authorized signatory","active","Pension funding","K"
"107445","431","Stiftung der ehemaligen Familienausgleichskasse des Bau- und Holzgewerbes Baselland und Umgebung in Liquidation","liquidator","inbreakup",,"K"
"83794","431","Coopérative de construction de Moutier  en liquidation","member","inbreakup","Management of real estate on a fee or contract basis","L"
"273184","431","Société Immobilière Cluse-Préau SA","member","active","Management of real estate on a fee or contract basis","L"
"292249","431","Stiftung UNIA","member","active","Activities of trade unions","S"
"327310","431","Wohnbaugenossenschaft ""Schönehof"" Frauenfeld","member","active","Letting of own or leased buildings and dwellings","L"
"775866","431","L'Evénement syndical SA","member","active","Publishing of newspapers","J"
"4877396","431","Associazione interprofessionale di controllo (AIC)","president","active","Other interest groups","S"
"89292","431","Gewerkschaft UNIA","co-president","active","Activities of trade unions","S"
"277486","431","SI Lignon-Résidence SA","vice-president","active","Management of real estate on a fee or contract basis","L"
"309374","431","Typo Offset Aurora SA","vice-president","active","Offset printing","C"
"3548","431","COGERIM SOCIETE COOPERATIVE","member","active","Real estate agencies","L"
"99048","431","Egghölzli Verwaltungen AG","president of the board of directors","active","Management of real estate on a fee or contract basis","L"
"331829","431","Zivag Verwaltungen AG","president of the board of directors","active","Management of real estate on a fee or contract basis","L"
"331830","431","Zivag Verwaltungen AG","president of the board of directors","active","Management of real estate on a fee or contract basis","L"
"786186","431","Edizioni Sociali SA","president of the board of directors","active","Publishing of newspapers","J"
"5198660","431","Zivag Verwaltungen AG, Zweigniederlassung Zürich","president of the board of directors","active","Management of real estate on a fee or contract basis","L"
"5568899","209","Verein Gastfamilien Basel 2008","member","active","Cultural, education, scientific and research organisations","S"
"6449283","209","Rofra Holding AG","member","active","Activities of other holding companies","K"
"171444","209","Wirtschaftskammer Baselland","member of the executive board","active","Activities of professional membership organisations","S"
"4780271","209","Baselland Tourismus","member of the executive board","active","Tour operator activities","N"
"4267696","209","Wirtschaftskammer Nordwestschweiz","vice-president","active","Activities of business and employers membership organisations","S"
"744464","209","IWF Institut für Wirtschaftsförderung AG","delegate","active","Activities of business and employers membership organisations","S"
"7005117","209","VBS Verband-Services AG","delegate","active","Activities of professional membership organisations","S"
"305247","209","Touring Club Suisse (TCS)","member","active","Other interest groups","S"
"4752825","209","Schweizerische Gesellschaft zur Förderung des Bausparens (SGFB)","member","active","Activities of political organisations","S"
"134669","209","CH Gewerbe AG","president of the board of directors","active","Other interest groups","S"
"229773","209","Personalfürsorgestiftung der Wirtschaftskammer Baselland","president","active","Pension funding","K"
"4263957","209","Arbeitgeber Nordwestschweiz","president","active","Other interest groups","S"
"4890499","209","Arbeitgeber Baselland","president","active","Activities of political organisations","S"
"4173962","209","Gewerbeverband Baselland","vice-president","active","Other interest groups","S"
"605665","283","Centre de Recherche sur l'Environnement Alpin (CREALP)","member","active","Other research and experimental development on natural sciences and engineering","M"
"666723","283","Pini Swiss Engineers SA","member","active","Construction engineering","M"
"7106884","283","Pini Swiss Engineers SA, Niederlassung Zürich","member","active","Construction engineering","M"
"4681350","283","ETEC Ecologie aquatique Sàrl","managing director","active","Other research and experimental development on natural sciences and engineering","M"
"5655280","283","alp Andenmatten Lauber & Partner AG, Zermatt","secretary","active","Construction engineering","M"
"4805","283","Electricité de la Lienne SA","member","active","Production of electricity","D"
"40105","283","USIC-Stiftung","member","active","Other interest groups","S"
"40458","283","Association de l'ancien Hôpital de Gravelone des communes des districts de Sion-Hérens-Conthey","member","active","Healthcare organisations","S"
"406353","283","Radio Rhône SA","member","active","Sound recording and music publishing activities","J"
"10260","283","Lizerne et Morge SA","president of the board of directors","active","Production of electricity","D"
"172258","283","Kbm Engineers SA","president of the board of directors","active","Construction engineering","M"
"5508793","283","GazEl SA","president of the board of directors","active","Treatment and disposal of non-hazardous waste","E"
"6428365","283","Zentrum La Suisse Brig AG","president of the board of directors","active","Development of building projects","F"
"5649408","283","alp Andenmatten Lauber & Partner AG","secretary","active","Construction engineering","M"
"145354","54","Genossenschaft Hauseigentümerverband Zürich","director","active","Other interest groups","S"
"5364304","54","HEV Kanton Zürich","director","active","Activities of business and employers membership organisations","S"
"603963","54","Hypothekar-Bürgschaftsgenossenschaft für Wohneigentumsförderung HBW","authorized signatory","active","Other credit granting n.e.c.","K"
"812395","54","Allreal Holding AG","member","active","Activities of head offices of other companies","M"
"4480287","54","Gebäudeversicherung Kanton Zürich","member","active",,"K"
"5134658","54","Patronale Personalfürsorgestiftung der Spross-Holding AG","member","active","Pension funding","K"
"5404360","54","Platanus Holding AG","member","active","Activities of other holding companies","K"
"5734533","54","Persimob AG","member","active","Buying and selling of own real estate","L"
"16036","54","Spross Ga-La-Bau AG","member","active","Landscape service activities","N"
"16037","54","Spross-Holding AG","member","active","Activities of head offices of other companies","M"
"16038","54","Spross-Immobilien AG","member","active","Management of real estate on a fee or contract basis","L"
"161081","54","Initiativ-Genossenschaft Lindenplatz Altstetten (IGLA)","member","active","Hotels, inns and guesthouses with restaurants","I"
"293857","54","Sto AG","member","active","Manufacture of paints, varnishes and similar coatings, printing ink and mastics","C"
"5177285","98","Belvoirpark AG","member","active","Restaurants, cafes, snack bars, tea rooms, ice-cream parlours","I"
"5177321","98","Sasso San Gottardo SA","member","active","Museums activities","R"
"5935272","98","Schweizerischer Gewerbeverband","member","active","Activities of professional membership organisations","S"
"6356522","98","Genossenschaft Dr. Frano Della Casa","member","active","Management of real estate on a fee or contract basis","L"
"5300480","98","Restaurant Vieux-Bois SA","secretary","active","Restaurants, cafes, snack bars, tea rooms, ice-cream parlours","I"
"70954","98","Schweizer Reisekasse (Reka) Genossenschaft","member","active","Holiday apartments, holiday homes","I"
"82756","98","Kongress & Kursaal Bern AG","member","active","Restaurants, cafes, snack bars, tea rooms, ice-cream parlours","I"
"231161","98","Personalvorsorgestiftung der Geschäftsstelle des Schweizerischen Gewerbeverbandes","member","active","Pension funding","K"
"626292","98","Hotel Allegro Bern AG","member","active","Hotels, inns and guesthouses with restaurants","I"
"709942","98","Gastroconsult SA, succursale de Fribourg","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"710163","98","Gastroconsult SA","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"712937","98","Gastroconsult AG, Zweigniederlassung","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"715474","98","Gastroconsult AG","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"761941","98","Gastroconsult AG","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"705391","98","Gastroconsult SA","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"705925","98","Gastroconsult AG","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"707920","98","Gastroconsult SA, succursale de Saignelégier","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"707991","98","Gastroconsult AG, Succursale di Cadempino","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"708551","98","Gastroconsult AG","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"827077","98","Hotel Consulting Group AG","president of the board of directors","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"108662","98","GastroSuisse","president","active","Activities of professional membership organisations","S"
"696949","98","Gastroconsult AG","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"701718","98","Gastroconsult AG","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"703616","98","Gastroconsult AG","vice-president","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"701374","168","NetJets Europe GmbH","managing director","active","Wholesale of other machinery and equipment","G"
"59257","168","Flora, Bona und Rosa Bollag-Stiftung","single member of the foundation board","active","Charitable institutions","Q"
"4867290","168","IDS Living GmbH","president of management board","active","Interior and spatial design","M"
"670972","168","eurogold service Zumbühl & Co. Handelsagentur","general partner","active","Agents involved in the sale of furniture, household goods, hardware and ironmongery","G"
"4659734","168","Klingelfuss+Cie.","general partner","active","Non-specialised wholesale trade","G"
"6842976","168","Dr. J. Bollag & Cie.","general partner","active","Attorney, notary practice","M"
